Timestamp,R,IR,G
28/5/2025 14:44,199826,196883,344
28/5/2025 14:44,199854,196950,406
28/5/2025 14:44,199893,197026,370
28/5/2025 14:44,199894,196975,368
28/5/2025 14:44,199953,196989,307
28/5/2025 14:44,199957,196986,317
28/5/2025 14:44,200010,197017,377
28/5/2025 14:44,200060,197040,393
28/5/2025 14:44,200032,197003,360
28/5/2025 14:44,200070,197006,360
28/5/2025 14:44,199985,197004,331
28/5/2025 14:44,200040,197017,349
28/5/2025 14:44,199944,196955,431
28/5/2025 14:44,199900,196933,362
28/5/2025 14:44,199928,196998,416
28/5/2025 14:44,199943,196968,377
28/5/2025 14:44,199992,196984,367
28/5/2025 14:44,199963,196941,389
28/5/2025 14:44,199980,196995,378
28/5/2025 14:44,200080,196988,375
28/5/2025 14:44,199918,196999,355
28/5/2025 14:44,200049,196963,344
28/5/2025 14:44,200032,196985,371
28/5/2025 14:44,200085,197063,417
28/5/2025 14:44,200121,197009,318
28/5/2025 14:44,200148,197015,406
28/5/2025 14:44,200158,197049,328
28/5/2025 14:44,200231,197047,422
28/5/2025 14:44,200215,197042,357
28/5/2025 14:44,200269,197091,451
28/5/2025 14:44,200261,197068,362
28/5/2025 14:44,200287,197142,364
28/5/2025 14:44,200308,197033,379
28/5/2025 14:44,200332,197058,380
28/5/2025 14:44,200314,197045,369
28/5/2025 14:44,200154,196943,343
28/5/2025 14:44,199850,196881,389
28/5/2025 14:44,199431,196671,406
28/5/2025 14:44,198950,196464,386
28/5/2025 14:44,198640,196412,366
28/5/2025 14:44,198383,196276,421
28/5/2025 14:44,198165,196152,359
28/5/2025 14:44,198155,196082,341
28/5/2025 14:44,198008,196099,325
28/5/2025 14:44,197959,196093,346
28/5/2025 14:44,198021,196130,408
28/5/2025 14:44,197956,196071,360
28/5/2025 14:44,198068,196157,310
28/5/2025 14:44,198078,196091,435
28/5/2025 14:44,198089,196145,389
28/5/2025 14:44,198060,196116,365
28/5/2025 14:44,198098,196186,421
28/5/2025 14:44,198134,196220,382
28/5/2025 14:44,198150,196159,335
28/5/2025 14:44,198294,196223,343
28/5/2025 14:44,198384,196261,405
28/5/2025 14:44,198425,196353,331
28/5/2025 14:44,198493,196327,327
28/5/2025 14:44,198584,196323,363
28/5/2025 14:44,198684,196359,356
28/5/2025 14:44,198804,196409,397
28/5/2025 14:44,198862,196469,369
28/5/2025 14:44,198766,196400,340
28/5/2025 14:44,198924,196457,349
28/5/2025 14:44,198941,196489,331
28/5/2025 14:44,198921,196525,370
28/5/2025 14:44,199062,196498,344
28/5/2025 14:44,199080,196590,324
28/5/2025 14:44,199101,196585,355
28/5/2025 14:44,199104,196568,398
28/5/2025 14:44,199146,196569,395
